Soil_pH,Organic_Carbon,Cation_Exchange_Capacity,Nitrogen,Phosphorous,Potassium,water_pH,salinity,toxicity,alkalinity,conductivity,nutrition_values
6.434310781138863,0.3865256605492794,30.11926834478687,81.49935647764198,71.81782654619354,578.9634137423394,7.6123805570279925,2.9424379236229243,106.60750117414705,65.36838646204087,0.5102927896160405,normal
8.038487228018328,0.43028828466483954,36.16595423325733,30.807642761727937,188.45125861035478,786.0917635702298,12.550704621795214,2.1581786891728845,55.363506689592555,25.812293271880506,0.942413402829251,normal
6.625086946412014,0.6268772699480119,103.61028957258429,67.82894305254231,144.82225165016501,768.700617539424,7.488201598210422,2.301181191993897,141.53710870215673,7.677913997245314,0.679070096600776,normal
13.880748560480736,0.8398369152409877,122.2419999472664,96.17891806360416,76.78815644556092,207.03895528915535,6.676110430729969,2.2916105158286566,82.2120664307735,43.59426242398453,0.9280032568515617,normal
12.06523858422149,0.4051069277555992,120.75034194593327,17.249327560854496,9.694587858459688,121.7952217397794,13.994787978405213,0.9112531044017608,92.68452285274216,35.08733774798224,0.5177782708026271,normal
6.182204994254408,0.5965605818799854,52.42907424060554,51.4692987833024,116.71180824228703,384.2416672288781,9.021732961183414,0.29817118706572454,34.64143571364239,3.574061635991268,0.22394536807119791,normal
9.819594494610678,0.8158168724354231,87.60052657567971,99.39602641932174,128.82728277071055,757.4174588899476,13.75002779289179,1.3475159162757913,72.57664540777643,40.07284002455023,0.9931606458065821,normal
11.06370041094618,0.7195251684514421,66.84737719255736,17.36575472644461,167.77359895617593,239.34083415394628,8.885813096327961,2.5751309257431747,109.78033621568186,65.42834276661915,0.9819720940001124,normal
7.8471467953676015,0.7434147726823894,140.60399231972124,19.664576420821625,156.82779490928405,562.1287512035317,6.9664902737045775,3.6948949670601503,59.526729982540296,12.639733145623719,0.5195037544182238,normal
9.361581733081143,0.3025037810960479,17.01431932052261,69.37575559004628,110.06399710456135,599.770036718386,11.796811221534908,0.2166571101988738,100.2673406230314,25.95144911017574,0.12993740363164386,normal
6.338024481140538,0.8622428144114893,103.60578746047243,53.92773416761779,110.36134405894981,987.2255300799092,11.042889354301277,3.577231249720431,81.65790241408878,42.88846360735849,0.029933088464991653,normal
11.679873793658423,0.6138033664949196,90.338418140125,80.41045173703475,49.90688918761746,750.7774596514959,8.121930734148144,0.7608279992371254,88.04393983148186,39.02562832511238,0.4716077296390335,normal
12.816248982443842,0.8299291411302983,27.11668476914328,27.979158351710588,106.52328222036854,848.7998803372333,13.741061983164531,1.11131640719944,14.997663095406802,52.9438113624749,0.8848006822653111,normal
11.394376360318653,0.48184565763536963,63.58721593693584,65.2958637324004,58.93818526136751,618.6928018157805,13.516527662223375,0.4279945085174608,16.444516371644426,20.940000952142057,0.2318811611568058,normal
13.713539576424889,0.43097020089656624,132.56839673587712,56.20111248420507,196.37595375213968,398.953330514147,8.754157098861292,2.4262502745284382,81.72239998824179,54.31728046818656,0.8528512668813921,normal
8.131301924732881,0.6520950135689031,146.7572069764763,96.40968173916784,161.642524014964,274.4965881267465,8.50428149429473,2.991304763192599,73.80796778960034,3.980229397428796,0.7560817425764372,normal
7.912665794030802,0.3955903540488191,52.58365103853035,98.36781348552424,23.02713739897792,323.34473796651804,13.209112240619103,3.454644930293826,106.30555110797009,40.835686804263695,0.5913705221299114,normal
6.9582587100195585,0.37013490012595307,148.31916630629055,29.90222561410194,20.47769158906148,367.86250396936714,12.905978148297423,3.8180365743467886,52.00047869928413,41.59259803950993,0.48761952899620986,normal
6.252479933612171,0.8972149237362634,94.1750917546323,8.806626544484253,28.550934411595453,996.3866604321579,11.693099779456672,0.5146823072303874,33.60041124213659,12.667980228350874,0.700003296709472,normal
7.551739550660845,0.5145074054264756,72.83131657631466,62.706283259610586,85.74242551068835,779.5635011707373,7.149423197117519,2.8040352309860697,19.79446986873676,7.4863356681132345,0.5462782752975793,normal
11.650318290275642,0.4176241199944763,42.79413744496207,9.759580466036073,160.33029870053895,703.3330682898211,11.073863254161367,2.8240683910591637,68.93616634021033,35.35667778376194,0.5754213776963388,normal
11.963876622954892,0.6077125411934641,140.78152436261564,12.670890120835079,59.25967233391977,744.3697160746066,9.85303656431671,3.114045073612969,141.2452187092901,55.3916501075744,0.929914313910968,normal
