Soil_pH,Organic_Carbon,Cation_Exchange_Capacity,Nitrogen,Phosphorous,Potassium,nutrition_values
11.138749568289997,0.6328204312136603,130.1610069016013,68.00375107098724,147.54977883286767,193.96582346058352,normal
7.277491804965702,0.867481836806405,97.51234771374556,78.55012530905333,190.86574062585274,709.0626840977718,high
8.674865646968092,0.7109365730370782,121.6161934625889,36.821155162229616,164.88419102984543,172.47245433457607,normal
11.647675242026455,0.6982681010632865,19.238279888713627,85.10042405158353,128.3872665229047,928.5409789417968,normal
13.173375350231279,0.5616348035069676,140.15371296410143,93.18152623972043,124.9212196311,202.66902213899817,normal
13.466319911479037,0.8790620483576774,116.45459816186316,73.22296659058404,132.13150673796883,450.0885660997804,normal
13.662331575932278,0.6906457574011584,99.27046103054934,70.0811389490805,83.84835696830771,163.31993252454646,normal
7.5428075105093,0.9207530712399921,44.89106002989471,58.7042042548573,34.46721284437854,253.63763393810254,normal
10.308478803448978,0.6984072034953533,49.74739562032425,26.258419778485,71.85550787863974,865.6527358337149,normal
11.237198073277288,0.3110335100439834,78.16189478791865,98.11549496350145,24.96344762672295,155.46305141602446,normal
12.46522091074145,0.9414708823205342,22.763631133934624,86.37441431247692,87.36094453803258,815.2027054781237,normal
12.35782474976298,0.5167543082244861,55.08907525767381,65.00379917011655,120.41519522724776,641.3027242004741,normal
7.381559845914778,0.6681552674911998,141.14665660184306,91.47617900661989,195.37133034556948,876.41495290853,normal
6.326215651869618,0.39258188208531,104.0658273991746,5.238218872337939,106.4196022875375,890.0077976274076,normal
6.493134219611693,0.3207547910710766,52.64094850710554,66.21775473844288,79.07218308664612,908.0332793132726,normal
10.307562434974841,0.5425412628181705,81.89220051634166,51.1416782990201,80.34084432184233,828.1538473197338,normal
6.948699574082153,0.8264112483135293,33.313253747278836,85.806707421626,169.66105937726408,594.1927853893455,high
13.199583695853512,0.8518965878291218,74.41175549333721,36.331730488111624,112.83651590758348,228.974679755786,normal
6.627239517357281,0.41623112784888466,99.87166504197012,73.53127016797765,128.56379918945115,803.7182550405888,normal
8.459647448019833,0.7720473062755491,136.7913803557159,28.641290551422905,94.26779722577758,802.2174349175237,normal
10.36552968443202,0.7747230918060959,78.23143070508081,27.42983980374608,19.22565164069646,987.7128606968382,normal
6.278690312717484,0.3493037399756494,102.92079075993153,23.23352237520637,45.130652097146864,667.0963533586234,normal
13.732323261640595,0.3883104602745979,105.5548155670178,40.738060907313844,57.715736021997685,803.8156076535321,normal
11.945198310210037,0.5952805015897433,124.57276474277971,57.21812982330711,34.67949858246448,881.9725211447844,normal
11.412790293357755,0.7203793324462462,43.73291425350542,20.294245365168965,76.30023599969381,981.2961838695398,normal
11.07758901969705,0.5018461811905319,89.88052069180773,32.39924701174078,113.10245319660147,605.5210551596324,normal
8.231168382754879,0.9494277654793541,11.492124024089689,35.29062964376108,149.30206499804328,164.4628586458764,normal
7.973872622591636,0.6971697417175937,35.71202914057102,72.56307036878599,48.99074959082014,808.1350723259619,normal
10.719081311759837,0.9271280029194109,9.985626875406929,46.46463000890546,68.66855527916576,689.3856422739976,normal
7.1118181977678,0.6471647526610396,22.54558131544617,64.77437886453367,87.07842868490124,392.2414270936821,normal
12.218931690205299,0.33100207901527157,12.296427256440204,52.02926908567987,61.42784133020872,397.54668295433316,normal
8.678936655201579,0.5119813906041948,60.04460427747121,24.236709653120997,23.614950825809927,436.59009643054685,normal
11.337486939084807,0.36228995064912495,16.66278698995219,46.447899058087415,90.57441095983839,730.4653238739457,normal
7.000127219990484,0.816200256865506,132.15652861746065,81.70397140861056,136.14842336669278,867.7458818541401,high
11.127906542285626,0.5050939496220846,84.88397573521354,81.09174465157339,19.293018807825018,505.02169880107925,normal
8.825943863650012,0.6418190972615763,38.33375677358012,48.067190356471954,66.6483344460119,175.6939351301254,normal
13.18525557645489,0.40698484901306226,79.62981395802208,74.53249100833665,163.52788429395852,361.3892737102672,normal
9.711703903312692,0.4881319812807384,36.46880507282198,78.03742552407326,132.91790764407446,128.4047224135297,normal
